name,street,city,state,zip,phone,website,description,source_url
Atomic Clock Brewing Co.,501 Washington St.,Durham,NC,27701,(919) 237-1253,https://x.com/intent/tweet?text=Atomic%20Clock%20Brewing%20Co.&url=https://downtowndurham.com/directory/atomic-clock-brewing-co/,"A brewery & taproom in downtown Durham offering a wide selection of craft beers as well as cocktails, wine, and a full-service kitchen.",https://downtowndurham.com/dine-drink/
Auctioneer Bar (Durham Food Hall),"9339 Address 530 Foster St., Suite 1",Durham,NC,27701,(919) 908-9339,https://x.com/intent/tweet?text=Auctioneer%20Bar%20(Durham%20Food%20Hall)&url=https://downtowndurham.com/directory/auctioneer-bar-durham-food-hall/,"Durham Food Hall’s centrally-located bar offers seasonal cocktails along with thoughtfully curated beer, wine, and spirits selections – all designed to highlight our vendors’ cuisines and spotlight local breweries and distilleries. With a 360 bar, the Auctioneer is a friendly, inclusive space for friends and strangers alike – whether you’re posting up to enjoy your food, or meeting to celebrate on",https://downtowndurham.com/dine-drink/
Bar Virgile,3000 Address 105 S Mangum St.,Durham,NC,27701,(919) 973-3000,http://www.barvirgile.com/,"Bar Virgile, located in the heart of downtown Durham, is a restaurant and bar specializing in craft and classic cocktails as well as an ever changing dinner and small plates menu. We source our products from the area’s best purveyors, and we rely on a dynamic in-house team to execute a high quality, high standard operation. You’ll always find friendly and knowledgeable service, a bustling atmosphe",https://downtowndurham.com/dine-drink/
Barbaro,708 Ramseur St.,Durham,NC,27701,(919) 237-3209,https://x.com/intent/tweet?text=Barbaro&url=https://downtowndurham.com/directory/barbaro/,,https://downtowndurham.com/dine-drink/
Barsa,"1800 Address 105 W Morgan St., Suite 100",Durham,NC,27701,(919) 908-1800,https://x.com/intent/tweet?text=Barsa&url=https://downtowndurham.com/directory/barsa/,"Barsa takes beloved Indian flavors and reimagines them with a modern twist, creating a menu that is both nostalgic and refreshingly new. From authentic street food inspirations to contemporary, chef-driven creations, every dish is crafted with precision, passion, and a touch of innovation.",https://downtowndurham.com/dine-drink/
Baryo Bar + Coffee,6146 Address 506 Ramseur St.,Durham,NC,27701,(919) 246-6146,https://www.barindurham.com,"Coffee, cocktails, trivia, karaoke. Neighborhood bar with good vibes.",https://downtowndurham.com/dine-drink/
Boricua Soul,406 Blackwell St.,Durham,NC,27701,(984) 888-5365,https://x.com/intent/tweet?text=Boricua%20Soul&url=https://downtowndurham.com/directory/boricua-soul/,"Mixing and experimenting with foods and techniques of our grandmother’s kitchen’s led us to many thoughts, discussions and learning about two very different cuisines with similar roots. Both cuisines were the by-product of mixing of West African, Native Indian and European ingredients and techniques as a result of the African slave trade. These foods tell the story and act as a vehicle to transpor",https://downtowndurham.com/dine-drink/
Boxcar Bar + Arcade,621 Foster Street,Greensboro,NC,27406,(984) 377-2791,https://x.com/intent/tweet?text=Boxcar%20Bar%20+%20Arcade&url=https://downtowndurham.com/directory/boxcar-bar-arcade-2/,"Let the games begin! Our third location in downtown Durham, NC is now open! Located at 621 Foster Street, our newest location overlooks the historic Durham Athletic Park, at the corner of Foster + Geer Streets and offers over 70 arcade games, a full bar including 24 craft American drafts (and featuring a wide variety of local beer, liquor and wine), private event space and a Neapolitan-style pizza",https://downtowndurham.com/dine-drink/
Bull City Burger and Brewery,"2333 Address 107 E. Parrish St, Ste 105",Durham,NC,27701,(919) 680-2333,http://www.bullcityburgerandbrewery.com/,"“Eat Pasture Raised Beef, Drink Fresh Beer.”- Bull City Burger and Brewery. Bull City Burger and Brewery is located in downtown Durham, NC. Our beef is local pasture raised with no added hormone and antibiotic free. We source as many local ingredients as possible to make everything from scratch. We are Back to Scratch.",https://downtowndurham.com/dine-drink/
Bull City Ciderworks,2357 Address 305 S Roxboro St,Durham,NC,27701,(919) 237-2357,http://www.bullcityciderworks.com/,"The BULL doesn’t play by the rules. Hard cider doesn’t have to be sickeningly sweet and taste artificial. Our ciders are made with 100% apple juice and never back-sweetened with high fructose corn syrup, so you taste the apple in all its glory! Gluten-free yeast and ingredients ensure a naturally gluten-free cider. We’re crafting unique ciders that bridge the gap between wine and beer. Honey, blac",https://downtowndurham.com/dine-drink/
Bull McCabe’s Irish Pub,3061 Address 427 W Main St.,Durham,NC,27701,(919) 682-3061,https://www.bullmccabesirishpub.com/,"Located at the historic five points intersection in downtown Durham with indoor & outdoor seating, both on a heated, enclosed patio and open lawn, Bull McCabe’s is the beating heart of the city. Whether it’s a premier league derby matchup, a festive party, or a casual business meeting, if it’s happening in Durham, it’s probably happening at Bull McCabe’s. There’s no better place to make a new frie",https://downtowndurham.com/dine-drink/
Cheeni,"202 Corcoran St., Suite 100",Durham,NC,27701,(919) 908-0220,https://www.cheeniraleigh.com/location/cheeni-durham/,"Cheeni serves classic tiffin, the Indian word for “snacks”, such as filter coffee imported from India, masala chai reminiscent of bustling street stalls, and Indian Street Style toast, more commonly known as “chili cheese toast”.",https://downtowndurham.com/dine-drink/
Clouds Brewcade + Kitchen,"905 W Main St., Suite 22",Durham,NC,27701,(919) 251-8096,http://www.cloudsbrewing.com/,"In October 2016, we opened in Durham’s Brightleaf Square. We have a German inspired menu with 50 taps (30 of our own brews, with 20 guest taps). We are home to the Down Pour wall, a 10 tap self-pour beer wall. Our patio is dog-friendly!",https://downtowndurham.com/dine-drink/
Cocoa Cinnamon,420 W Geer St.,Durham,NC,27701,,https://x.com/intent/tweet?text=Cocoa%20Cinnamon&url=https://downtowndurham.com/directory/cocoa-cinnamon/,"Latina Led, open-hearted, and determined to connect commerce to human flourishing.",https://downtowndurham.com/dine-drink/
Conniption Bar & Lounge,715 Washington St.,Durham,NC,27701,(919) 390-3309,https://www.thecorpsereviver.com/,"Not a gin lover (yet)? No worries. Our menu includes a wide range of spirits, local beer, wine, and an ever-changing lineup of small bites designed for snacking, sharing, and savoring.",https://downtowndurham.com/dine-drink/
Convivio,104 City Hall Plaza STE 100,Durham,NC,27701,(984) 219-1961,https://x.com/intent/tweet?text=Convivio&url=https://downtowndurham.com/directory/convivio/,Authentic Italian fine dining experience complete with organic house selected wine.,https://downtowndurham.com/dine-drink/
Corner Yaki (Durham Food Hall),"530 Foster St., Suite 1",Durham,NC,27701,(984) 888-0048,https://x.com/intent/tweet?text=Corner%20Yaki%20(Durham%20Food%20Hall)&url=https://downtowndurham.com/directory/corner-yaki/,Fueled by passion and made with love! The friendly Corner Yaki showcases a melting pot of flavors from Asia while showcasing North Carolina’s local bounty.,https://downtowndurham.com/dine-drink/
Counting House at 21c,6760 Address 111 N. Corcoran St,Durham,NC,27701,(919) 956-6760,http://www.countinghousenc.com/,,https://downtowndurham.com/dine-drink/
Coupe & Stein Champagne Bar,"800 Taylor St., Suite 8",Durham,NC,27701,(984) 365-0902,https://x.com/intent/tweet?text=Coupe%20&%20Stein%20Champagne%20Bar&url=https://downtowndurham.com/directory/coupe-stein-champagne-bar/,"Step into Coupe & Stein, Durham’s newest destination for refined relaxation and lively gatherings. Our beautifully curated space, complete with a charming pink piano, invites you to unwind with a glass of champagne, crafted cocktail, or one of our exclusive selections. With elegant decor, warm lighting, and a welcoming atmosphere, Coupe & Stein is the perfect backdrop for intimate conversations an",https://downtowndurham.com/dine-drink/
Crank Arm Brewing,620 Fernway Ave.,Raleigh,NC,27601,(919) 324-3529,https://x.com/intent/tweet?text=Crank%20Arm%20Brewing&url=https://downtowndurham.com/directory/crank-arm-brewing/,"Crank Arm Brewing started with the dream of combining our two passions: bikes and beer. We finally made that dream a reality when we opened our doors in July of 2013 in the heart of the warehouse district in downtown Raleigh, NC.",https://downtowndurham.com/dine-drink/
Cucciolo Osteria,"8744 Address 601 W Main St, Suite C",Durham,NC,27701,(984) 243-8744,http://www.cucciolodurham.com/,,https://downtowndurham.com/dine-drink/
Cugino Forno,800 Taylor St.,Greensboro,NC,27405,(336) 897-7920,https://x.com/intent/tweet?text=Cugino%20Forno&url=https://downtowndurham.com/directory/cugino-forno/,"Are you ready to embark on the most affordable trip your mouth will ever take to Italy?!? Staying true to tradition, our Pizza Napoletana is as authentic as it gets! Using Mozzarella di Bufala made for us earlier in the week in a small town in Campania.",https://downtowndurham.com/dine-drink/
Dashi,9335 Address 415 E. Chapel Hill St,Durham,NC,27701,(919) 251-9335,http://www.dashiramen.com/,"Indy Week readers voted Dashi as Best Japanese Restaurant in Durham and Best New Restaurant in Durham, and Dashi was runner up for Best New Business in Durham and received an honorable mention for Best Late Night Meal in Durham! Dashi has been featured in regional and national publications, including Food and Wine Magazine, Saveur, and Tasting Table.",https://downtowndurham.com/dine-drink/
Delancey Tavern,408 W Geer St.,Durham,NC,27701,(919) 885-1196,https://www.delanceytavern.com/,Delancey Tavern is a contemporary American bistro and bar located at 408 W Geer St. in downtown Durham.,https://downtowndurham.com/dine-drink/
Devine’s Grill and Sports Bar,0228 Address 904 W. Main St,Durham,NC,27701,(919) 682-0228,http://www.devinesdurham.com/Home.aspx,"A large menu filled with All-American favorites like wings, burgers, chicken, soups, salads and deli sandwiches. 12 beers on draft, over 50 bottled beers and a wide selection of wine and mixed drinks. Every sports package available, for the ultimate big game viewing experience plus live entertainment.",https://downtowndurham.com/dine-drink/
Dram & Draught,"701 W Main St., Suite 123",Greensboro,NC,27406,,https://www.dramanddraught.com/,"Serving whiskeys from around the world, hand-crafted cocktails, draught beer from Raleigh and beyond, and wines from the old world and new.",https://downtowndurham.com/dine-drink/
DSSOLVR,630 Rigsbee Ave.,Durham,NC,27701,(919) 294-6005,https://x.com/intent/tweet?text=DSSOLVR&url=https://downtowndurham.com/directory/dssolvr/,"DSSOLVR’s Durham Taproom is our newest hub for all our surreal offerings. Drop in for a pour of our beer, wine, cider, or hard seltzer! OH WAIT A SEC! We now have Hot Drinks and Jello shots too!!",https://downtowndurham.com/dine-drink/
Durham Distillery,2121 Address 711 Washington St.,Durham,NC,27701,(919) 937-2121,https://x.com/intent/tweet?text=Durham%20Distillery&url=https://downtowndurham.com/directory/durham-distillery/,"Today, Melissa and Lee want you to have a Conniption. After a long work day, go home, pour yourself a G & T or make yourself a martini made with our American Dry, Navy Strength or the newest Conniption Gin: Kinship , and start your own cocktail hour tradition.",https://downtowndurham.com/dine-drink/
Durham Food Hall,"530 Foster St., Suite 1",Durham,NC,27701,(919) 908-9339,https://x.com/intent/tweet?text=Durham%20Food%20Hall&url=https://downtowndurham.com/directory/durham-food-hall/,"American , Bakery and Desserts , Bars and Pubs , Coffee Tea and Other Beverages , Indian , Italian and Pizza , Mexican , Pan-Asian , Seafood , Wine & Beer",https://downtowndurham.com/dine-drink/
Durty Bull Brewing Company,2337 Address 206 Broadway,Durham,NC,27701,(919) 688-2337,http://www.durtybull.com/,"Local, bold, artisanal beer cultured in Durham, NC. Old world brewing techniques blended with creativity and passion, Durty Bull Brewing Company is a 15-barrel craft brewery and tasting room specializing in barrel aged and sour beers as well as other unconventional offerings brewed for the residents of The Bull City and beyond.",https://downtowndurham.com/dine-drink/
Emmy Squared Pizza,"905 W Main St., Suite 25A",Durham,NC,27701,(919) 941-8383,https://www.emmysquaredpizza.com/location/durham/,We look forward to welcoming you to Emmy Squared Durham and sharing our unique take on American “comfort food.”,https://downtowndurham.com/dine-drink/
EO’s Athletic Club,341 W Main St.,Durham,NC,27701,(919) 384-7663,https://www.eosdurham.com/,A sports bar for everyone. Just opened on W Main St. and having a ball!,https://downtowndurham.com/dine-drink/
Eve,108 E Parrish St.,Burlington,NC,27215,(336) 226-9933,https://x.com/intent/tweet?text=Eve&url=https://downtowndurham.com/directory/eve/,"We built Eve to be more than a bar . A low-lit jewel box of a room thick with shadow and green, where vines creep and leaves spill. A modern garden after dark. A place to gather, rest, conspire and celebrate. For slow confessions and late nights, for delighting, reveling, and becoming.",https://downtowndurham.com/dine-drink/
Everything Bagels (Durham Food Hall),530 Foster St,Durham,NC,27701,(919) 251-8738,https://www.everythingbagels.net/,Gourmet bagels made in house to create avant-garde bagel sandwiches and bagel-burgers.,https://downtowndurham.com/dine-drink/
Ex-Voto Cocina Nixtamal (Durham Food Hall),530 Foster St,Durham,NC,27701,(984) 287-6072,https://x.com/intent/tweet?text=Ex-Voto%20Cocina%20Nixtamal%20(Durham%20Food%20Hall)&url=https://downtowndurham.com/directory/ex-voto-cocina-nixtamal-durham-food-hall/,"Ex-Voto offers fast-casual Mexican food that is playful while still being rooted in tradition and intention. We nixtamalize and grind Oaxacan heirloom corn in-house to produce the best possible masa for our tamales, and all of our salsas and cremas are made from scratch using the freshest NC produce, herbs, and spices we can. The result is something special – cravable comfort food that keeps you c",https://downtowndurham.com/dine-drink/
Fare&Fellow,411 W Chapel Hill St.,Durham,NC,27709,(910) 248-3861,https://www.fareandfellow.com/,"Picture this: a cozy spot in NC, where you can enjoy a cup of your favorite coffee with your go-to barista, indulge in chef-inspired Fares, and cozy up for heartwarming conversation with your favorite Fellows.",https://downtowndurham.com/dine-drink/
Fizzwerks,"618 Ramseur St., Suite 103",Durham,NC,27701,,https://x.com/intent/tweet?text=Fizzwerks&url=https://downtowndurham.com/directory/fizzwerks/,"We get it, not everyone is a big drinker for any number of reasons, but you should still be included. We want FIZZWERKS to be your Third Space. By layering ingredients like fresh fruit, botanicals, teas, and even mushrooms, we’ve crafted no/low alcoholic beverages with all the flavor you would expect in your favorite cocktail.",https://downtowndurham.com/dine-drink/
Flavor Hills,1010 Address 107 W Main St.,Raleigh,NC,27601,(919) 530-1010,https://www.theflavorhills.com/,"Their mantra is simple yet profound – Eat, Laugh, Drink – and it resonates through every facet of their establishment. Flavor Hills offers brunch, specialties like shrimp and grits, and a wide variety of salads, sandwiches and breakfast items.",https://downtowndurham.com/dine-drink/
Flying Bull Beer Company Restaurant and Brewery,0072 Address 300 Morris St.,Durham,NC,27701,(919) 797-0072,http://www.flyingbullbeercompany.com,"Flying Bull Beer Company’s newest location in the beautiful Innovation District is proud to offer craft beer, a sophisticated bar with custom cocktails, and small and large plates of international cuisine.",https://downtowndurham.com/dine-drink/
Fonda Lupita,"905 W Morgan St., Suite 21A",Durham,NC,27701,(919) 294-4773,https://www.fondalupita.com/,"At Fonda Lupita we make traditional Mexican homemade food from recipes past on from generations selling food in Queretaro Mexico. Our mission is to bring those flavors to Durham for people that haven’t tried this kind of Mexican cuisine. We make fresh hand made corn tortillas and gorditas, our salsas are made with fresh roasted peppers and tomatillos to provide high-quality food.",https://downtowndurham.com/dine-drink/
Foster Street Coffee,"9555 Address 530 Foster St, Suite 2",Durham,NC,27701,(919) 797-9555,http://www.fosterstreetcoffee.com/,"Foster Street Coffee feels like home. We take inspiration from around the world and bring this to the people of Durham, North Carolina. Using incredible local produce and our amazing coffee and espresso beans, we strive to be your hometown coffee shop.",https://downtowndurham.com/dine-drink/
Fullsteam Brewery,320 Blackwell St.,Durham,NC,27709,(919) 682-2337,https://www.fullsteam.ag/,"After fourteen years as an anchor of the Rigsbee/Geer neighborhood, we’re ready for the next chapter: scalable production at a brewery nearby, and a new, 9,000 square foot welcome center in the Boiler Room of the historic American Tobacco Campus.",https://downtowndurham.com/dine-drink/
Geer Street Garden,4307 Address 644 Foster St,Durham,NC,27701,(919) 389-4307,https://x.com/intent/tweet?text=Geer%20Street%20Garden&url=https://downtowndurham.com/directory/geer-street-garden/,"Geer Street Garden serves simple, down home food and drinks in a relaxed atmosphere. The basic idea is that everyday food should be wholesome and delicious. We have a large outdoor patio that’s a perfect place to meet your friends and neighbors for a pint of beer and a local pasture raised burger.",https://downtowndurham.com/dine-drink/
GoJo,823 W Morgan St.,,NC,,,https://x.com/intent/tweet?text=GoJo&url=https://downtowndurham.com/directory/gojo/,"Gojo is a Durham-based Coffee shop and lounge. Serving locally roasted coffee beans, a wide variety of teas, as well as locally sourced pastries by morning, and a lunch menu rich in Ethiopian flavors starring in options ranging from protein and vegan bowls to panini, Gojo is sure to have something to please every appetite. We strive to provide a warm experience in our cozy space and look forward t",https://downtowndurham.com/dine-drink/
Goorsha,4660 Address 910 W Main St.,Durham,NC,27701,(919) 588-4660,http://www.goorshadurham.com/,"Goorsha serves traditional Ethiopian fare like tibs (meat sauteed in spices) and shiro (chickpea stew) with a modern twist. Whether you select a communal plate to share or prefer an individual portion, each dish is crafted using local, organic ingredients to honor tradition, health, and of course, flavor.",https://downtowndurham.com/dine-drink/
Gym Tacos,3701 Hillsborough St,Raleigh,NC,27607,(919) 615-1366,https://x.com/intent/tweet?text=Gym%20Tacos&url=https://downtowndurham.com/directory/gym-tacos/,,https://downtowndurham.com/dine-drink/
Hi-Wire Brewing,"2448 Address 800 Taylor St, #9",Durham,NC,27701,(828) 738-2448,https://x.com/intent/tweet?text=Hi-Wire%20Brewing&url=https://downtowndurham.com/directory/hi-wire-brewing/,"Our journey began in the summer of 2013 in the heart of Asheville, NC’s South Slope Brewery District. With the 2015 opening of their Big Top Production Brewery up the road, the next next goal was to bring a bring a physical location to Durham, NC. The new taproom consists of 8,844 square feet of interior space, as well as a 1,678 square foot outdoor covered patio and beer garden. The space is game",https://downtowndurham.com/dine-drink/
High Dive,"101 W Main St., Suite Lo2",Durham,NC,27701,,https://x.com/intent/tweet?text=High%20Dive&url=https://downtowndurham.com/directory/high-dive/,"A stylish DIVE with games, beers, spirits, a vintage jukebox, and a great vibe. Pool, Darts, Foosball, Pinball and more.",https://downtowndurham.com/dine-drink/
Honeygirl Meadery,3056 Address 105 Hood St #6,Durham,NC,27701,(919) 399-3056,https://x.com/intent/tweet?text=Honeygirl%20Meadery&url=https://downtowndurham.com/directory/honeygirl-meadery/,"We make hand crafted meads, wines made with honey, and also ferment with added fruits, botanicals and flowers.",https://downtowndurham.com/dine-drink/
Houston’s Lounge,108 E Main St.,Durham,NC,27701,(919) 665-9936,https://x.com/intent/tweet?text=Houston’s%20Lounge&url=https://downtowndurham.com/directory/houstons-lounge/,,https://downtowndurham.com/dine-drink/
Hutchins Garage,6578 Address 402 W Geer St,Durham,NC,27701,(984) 219-6578,https://x.com/intent/tweet?text=Hutchins%20Garage&url=https://downtowndurham.com/directory/hutchins-garage/,,https://downtowndurham.com/dine-drink/
Insomnia Cookies,3321 Address 1105 W Main St,Chapel Hill,NC,27514,(919) 364-3321,https://x.com/intent/tweet?text=Insomnia%20Cookies&url=https://downtowndurham.com/directory/insomnia-cookies/,"Insomnia Cookies pecializes in delivering warm, delicious cookies right to the doors of individuals and companies alike. Whether you’re feeding a craving or a crowd, Insomnia Cookies’ offerings of cookies, brownies, cookie cakes, ice-cream and even cold milk, has you covered.",https://downtowndurham.com/dine-drink/
It’s a Southern Thing,9632 Address 605 W Main St,Durham,NC,27701,(919) 294-9632,https://x.com/intent/tweet?text=It’s%20a%20Southern%20Thing&url=https://downtowndurham.com/directory/its-a-southern-thing/,"We here at It’s a Southern Thing have a passion for great food, great fun and great friends. We want all those things to happen here at our restaurant every day and work towards providing you with the best possible experience every time you swing on by.",https://downtowndurham.com/dine-drink/
James Joyce Irish Pub,3022 Address 912 W Main St,Durham,NC,27701,(919) 683-3022,https://x.com/intent/tweet?text=James%20Joyce%20Irish%20Pub&url=https://downtowndurham.com/directory/james-joyce-irish-pub/,,https://downtowndurham.com/dine-drink/
Jeni’s Splendid Ice Cream,1397 Address 908 W Main St.,Durham,NC,27701,(984) 259-1397,https://x.com/intent/tweet?text=Jeni’s%20Splendid%20Ice%20Cream&url=https://downtowndurham.com/directory/jenis/,"We build ice creams completely from scratch using a unique recipe honed and perfected over more than 20 years by our founder, Jeni Britton. Our ice creams have a uniquely smooth texture and buttercream body, with bright flavor and clean finish. We’re here to set new standards for ice cream classics and to create our own.",https://downtowndurham.com/dine-drink/
Juicekeys,3027 Address 110 N Corcoran St.,Durham,NC,27701,(919) 695-3027,https://www.juicekeys.com/,"We are a locally owned and operated Organic Juice and Smoothie Bar. Built by a brother and sister team, our mission is to provide ‘keys’ to great health. We are passionate about the synergies between nutrition, education, and leading an active lifestyle.",https://downtowndurham.com/dine-drink/
Killer Queen Wine Bar,117 E Main St B,Durham,NC,27701,(919) 381-5083,https://www.killerqueendurham.com/,Imagine if a disco ball and bottle of wine had a baby. That baby would be Killer Queen.,https://downtowndurham.com/dine-drink/
King’s Sandwich Shop,701 Foster St.,Durham,NC,27701,(919) 682-0071,http://www.kingssandwichshop.com/,"King’s sandwich shop, located in historic downtown Durham, has been serving up some of the best hot dogs, burgers, fries and shakes since 1942. Whether you stop by for a hot dog before the game at the old ball park or swing by on your lunch break for a juicy burgerâ we know you’ll love the fresh, delicious food and fast, friendly service!",https://downtowndurham.com/dine-drink/
Kingfisher,9429 Address 321 E. Chapel Hill St.,Durham,NC,27701,(919) 908-9429,https://www.kingfisherdurham.com/,,https://downtowndurham.com/dine-drink/
Kokí,104 City Hall Plaza #101,Durham,NC,27701,(984) 219-7168,http://www.eatkoki.com/,,https://downtowndurham.com/dine-drink/
Kotuku Surf Club,9661 Address 703 Rigsbee Ave,Durham,NC,27701,(919) 294-9661,https://x.com/intent/tweet?text=Kotuku%20Surf%20Club&url=https://downtowndurham.com/directory/surf-club/,,https://downtowndurham.com/dine-drink/
La Mala,110 Corcoran St.,Durham,NC,27701,(919) 797-0104,https://x.com/intent/tweet?text=La%20Mala&url=https://downtowndurham.com/directory/la-mala/,"Our passion is bringing you Mexican inspired cocktails and authentic street food, made fresh every day. We are excited for you to try these unique, flavorful drinks and bar snacks. Our drinks are made to order from freshly squeezed fruits and our large collection of high quality tequilas. We look forward to sharing our food, culture, drinks, and hospitality with you, your family, and your friends!",https://downtowndurham.com/dine-drink/
Lady Gold Tacos at Remy’s Lounge,347 W Main St.,Durham,NC,27701,(919) 748-3014,https://www.remys-lounge.com/lady-gold-tacos,,https://downtowndurham.com/dine-drink/
Liberty & Plenty Distillery,"4100 Address 609 Foster St., Suite B",Durham,NC,27701,(919) 381-4100,https://www.libertyandplenty.com/,"Our guiding objective is to contribute to and expand upon the spirits conversation by presenting unique takes on classic expressions on vodka, gins, rums and whiskies, that are rich with storytelling. We do that by blending tradition and excellence with inspired innovation, and with a commitment to creating timeless spirits that reflect the uniqueness of our communities, our selves, and our aspira",https://downtowndurham.com/dine-drink/
Little Barb’s Bakery (Durham Food Hall),"530 Foster St., Suite 1",Durham,NC,27701,(931) 644-4048,https://x.com/intent/tweet?text=Little%20Barb’s%20Bakery%20(Durham%20Food%20Hall)&url=https://downtowndurham.com/directory/little-barbs-bakery/,"Little Barb’s vision is to create a bakery for all fellow cake lovers to come and get the cake of their dreams. I have always strived to take the concept from a customer and turn that into reality through desserts! Little Barb’s will always be a place you can come and express yourself through food, feel completely welcomed, and enjoy a simple yet beautiful dessert. It is simply just Durham’s frien",https://downtowndurham.com/dine-drink/
Little Pizza Box @ Ponysaurus,219 Hood St.,Durham,NC,27701,(919) 908-0204,https://www.ponysaurusbrewing.com/menu,"A taproom pizza joint in Durham’s Ponysaurus Brewing. Dine in, take out & Doordash delivery",https://downtowndurham.com/dine-drink/
Liturgy Beverage Company,530 Foster St,Durham,NC,27701,(910) 242-4274,https://x.com/intent/tweet?text=Liturgy%20Beverage%20Company&url=https://downtowndurham.com/directory/liturgy-beverage-company/,"Liturgy Beverage Company is a specialty coffee, tea, and chocolate company focused on connecting the work of farmers with the habits and rituals of our community in Durham. We specialize in single origin tea, coffee, and chocolate beverages designed to highlight the unique flavors of their regions.",https://downtowndurham.com/dine-drink/
Loaf,111 W Parrish St.,Durham,NC,27701,(919) 797-1254,https://www.loafdurham.com/,"Located in the heart of downtown Durham, Loaf focuses on hearth-baked, sourdough breads and pastries. What started out of a backyard brick oven – as a hobby to share with friends and neighbors – quickly grew to a stall at the Downtown Durham Farmers Market and settled as a brick and mortar shop in 2011. Throughout the years Loaf has expanded its offerings, and partnered with local growers and make",https://downtowndurham.com/dine-drink/
Locals Oyster Bar & Seafood Butchery (Durham Food Hall),1442 Address 530 Foster St,Durham,NC,27701,(919) 530-1442,https://x.com/intent/tweet?text=Locals%20Oyster%20Bar%20&%20Seafood%20Butchery%20(Durham%20Food%20Hall)&url=https://downtowndurham.com/directory/locals-oyster-bar-seafood-butchery-durham-food-hall/,"Locals Oyster Bar is a taste of the coastline tucked into Durham Food Hall. Our menu is a celebration of North Carolina seafood, from raw oysters to fish sandwiches. Locals Oyster Bar will also operate a fish market stocked with fresh fish, oysters, smoked seafood, and more.",https://downtowndurham.com/dine-drink/
