name,street,city,state,zip,phone,website,description,source_url
Kurama Sushi & Noodle Express,105 N Columbia St,Chapel Hill,NC,27514,(919) 968-4747,https://www.kuramasushinoodle.com/,"Kurama will be closed for Christmas on Dec. 24th, 25th, and 26th and will reopen on Saturday, December 27th. We will also be closed on New Year's Day. Happy Holidays! Operating Hours: Monday, Tuesday 11:30-3pm | 5pm-8pm Closed Wednesday Thursday 11:30-3pm | 5pm-8pm Friday, Saturday 11:30-3pm | 5pm-9pm Sunday 11:30-3pm | 5pm-8pm Close",https://www.downtownchapelhill.com/bars-restaurants
La Residence,0 Eat Drink events 202 W Rosemary St,Chapel Hill,NC,27516,(919) 967-2506,http://www.laresidencedining.com/,,https://www.downtownchapelhill.com/bars-restaurants
Lantern,423 W Franklin St,Chapel Hill,NC,27516,(919) 969-8846,https://www.lanternrestaurant.com/,"We are open for dinner 5-9PM Tuesdays - Saturdays in our Dining Room, Garden Patio and Lantern Bar. Walk-ins welcome, reservations are available via Resy . If you don't find your preferred time or party size on Resy, please contact Lantern by phone at 919-969-8846.",https://www.downtownchapelhill.com/bars-restaurants
Lapin Bleu,106A N Graham St,Chapel Hill,NC,27516,,https://www.instagram.com/lapinbleumidway/?hl=en,,https://www.downtownchapelhill.com/bars-restaurants
Le Macaron French Pastries,140 W Franklin St suite 120,Chapel Hill,NC,27514,(984) 234-3023,https://lemacaron-us.com/locations/chapel-hill/,"Experience the charm of authentic French indulgence in the heart of Chapel Hill. At Le Macaron French Pastries, we specialize in delicate, handcrafted macarons made with the finest ingredients and traditional French techniques. Our patisserie also features an irresistible selection of classic favorites including éclairs, Napoléons, almond croissants, and other signature pastries.",https://www.downtownchapelhill.com/bars-restaurants
Local 506,506 W Franklin St,Chapel Hill,NC,27516,,https://local506.com/,"All ages. Under 21 subject to a surcharge, payable a the door. Must be 21+ with valid ID in order to consume alcoholic beverages. No refunds.",https://www.downtownchapelhill.com/bars-restaurants
Mama Dips,408 West Rosemary Street,Chapel Hill,NC,27516,(919) 942-5837,https://mamadips.com/,"SHOP Mama Dip’s Kitchen: Bringing Southern Comfort to Your Home Welcome to Mama Dip’s Kitchen, where authentic Southern flavors meet modern convenience. Since 1976, we’ve been serving up delicious, homestyle cooking that warms the heart and satisfies the soul. Now, you can bring a taste of our beloved Chapel Hill restaurant right to your own …",https://www.downtownchapelhill.com/bars-restaurants
Max’s Tin Can,201 E Franklin St,Chapel Hill,NC,27514,(919) 240-4696,https://www.instagram.com/tincanchapelhill/?hl=en,,https://www.downtownchapelhill.com/bars-restaurants
McDonald’s,409 W Franklin St,Chapel Hill,NC,27516,(919) 967-5788,https://www.mcdonalds.com/us/en-us/location/nc/chapel-hill/409-w-franklin-st/2522.html?cid=RF:YXT:GMB::Clicks,"Restaurants nationwide offer numerous amenities to ensure every customer has an enjoyable experience. Find out if your local nearby McDonald’s is open 24 hours, offers Drive Thru or McDelivery®** , and more through the McDonald’s restaurant locator . Before you head out, check out the deals page for our latest offers and order your food ahead with Mobile Order & Pay† , available exclusively on the",https://www.downtownchapelhill.com/bars-restaurants
Mediterranean Deli,410 W Franklin Street,Chapel Hill,NC,27516,(919) 967-2666,https://mediterraneandeli.com/chapel-hill,"A family-owned restaurant serving fresh, handmade, and locally crafted Mediterranean cuisine in North Carolina since 1991. Open daily from 11 AM to 9 PM , we invite you to dine in, enjoy your favorites to-go, or place an online pickup order through our website. Delivery options are also available through trusted third-party services bringing our vibrant, authentic flavors straight to your doorstep",https://www.downtownchapelhill.com/bars-restaurants
Might as Well,206 West Franklin Street,Chapel Hill,NC,27516,(984) 234-3333,https://chapelhill.mightaswellbarandgrill.com/,My husband had the shrimp tacos; I had the Tarheel burger--both were fantastic. Always a big plus when I can get my burger cooked how I like it. The fries were *excellent.* And the woman at the bar gets extra points for knowing the proper way to pull a pint of Guinness.,https://www.downtownchapelhill.com/bars-restaurants
Möge Tee,3278 Our Location 151 E Franklin St,Chapel Hill,NC,27514,(984) 234-3278,https://www.mogeteechapelhill.com/,"MOGE TEE is dedicated to delivering the finest Bubble Tea in America, using only natural and fresh ingredients to deliver new and fashionable drinks that are extremely rich in flavor for our customers!",https://www.downtownchapelhill.com/bars-restaurants
MOMO’s Master,110 N Columbia St,Chapel Hill,NC,27514,(919) 903-9051,https://www.momosmaster.com/,"Please, enter a valid first name First Name - Required Please, enter a valid last name Last Name - Required Please, enter a valid email Email - Required",https://www.downtownchapelhill.com/bars-restaurants
Northside District,403 W Rosemary St,Chapel Hill,NC,27516,(919) 391-7044,https://www.instagram.com/thenorthsidedistrict/,,https://www.downtownchapelhill.com/bars-restaurants
Papa Johns,607B W FRANKLIN ST ||| Ste B ||| Chapel,Hill,NC,27516,(919) 932-7575,https://locations.papajohns.com/united-states/nc/27516/chapel-hill/607b-w-franklin-st,"At Papa Johns Pizza in Chapel Hill, NC, it’s our goal to always bring you Better Ingredients. Better Pizza. Whether it's our signature sauce, toppings, or fresh, original dough, we invest in our ingredients to ensure you have the best Chapel Hill pizza for any occasion. Call us for pizza delivery in Chapel Hill or stop by 607B W FRANKLIN ST for carryout to order the best pizza in Chapel Hill, alon",https://www.downtownchapelhill.com/bars-restaurants
Panera Bread Company,213 W Franklin St,Chapel Hill,NC,27516,(919) 929-9189,https://locations.panerabread.com/nc/chapel-hill/213-w-franklin-st.html,,https://www.downtownchapelhill.com/bars-restaurants
Pantana Bob’s,300 W Rosemary St,Chapel Hill,NC,27516,(919) 942-7575,https://www.facebook.com/PantanaBobsCH/,,https://www.downtownchapelhill.com/bars-restaurants
Perennial Cafe,401 W FrANKLIN ST.,Chapel Hill,NC,27516,(919) 914-6045,https://www.perennial.cafe/,"New pour-over alert! We are now serving the @carrborocoffee Roasters’ National Winner from this harvests Cup of Excellence program, produced by Gilberto Manzano Cabrera from Finca Xoxohuico in Veracruz Mexico. With its captivating floral notes, zesty citrus, and luscious stone-fruit flavors, this brew offers a luxurious finish of silky caramel sweetness.",https://www.downtownchapelhill.com/bars-restaurants
Pho Happiness,508A W Franklin St Suite A Chapel,Hill,NC,27516,(919) 942-8201,https://www.phohappinessnc.com/,"Here at Pho Happiness, we serve cuisine such as Curry Fried Wings, Make Your Own Pho, Fried Rice, Dashi, and Vegetarian Curry Pho. We are located along West Franklin Street! We're not far from Weaver Street Market. Order online for carryout or delivery!",https://www.downtownchapelhill.com/bars-restaurants
Pirate Captain,163 e Franklin st,"Chapel hill,",NC,27514,(919) 968-2098,https://www.piratecaptainch.com/,"At Pirate Captain, you can always enjoy exquisite ramen noodle bowls and rich in flavor cajun seafood under one roof. we also serve poke and smoothie with the finest and fresh ingredients. We are committed to bring you in the comfort and warmth atmosphere here with good food and drink with a good time.",https://www.downtownchapelhill.com/bars-restaurants
Playa Bowls,104 E Franklin St,Chapel Hill,NC,27514,(984) 999-4002,https://www.playabowls.com/,"The Playa Bowls® concept is the vision of founders Robert Giuliani & Abby Taylor — both Jersey Shore natives & long time surfers. Abby grew up in Ocean Township surfing the beaches of Monmouth County, while Rob grew up surfing in Ocean County. They were inspired by chasing summer on surf trips to Panama, Costa Rica, Nicaragua, Puerto Rico, California & Hawaii.",https://www.downtownchapelhill.com/bars-restaurants
Proximo,173 E Franklin St,Chapel Hill,NC,27514,(919) 240-5074,https://www.proximonc.com/,,https://www.downtownchapelhill.com/bars-restaurants
Pulp Juice and Smoothie Bar,100 W Franklin St,Chapel Hill,NC,27516,(919) 240-5787,https://pulpjuiceandsmoothie.com/,"ALLERGEN WARNING: We are not allergy friendly. All food and beverage is prepared in a shared environment which may cause exposure to known food allergens. These may include: peanuts, wheat, soy, dairy and other allergens. If you let us know of an allergy, we will make sure the ingredient of concern is not directly used to make your product. Please be aware however that trace amounts of that ingred",https://www.downtownchapelhill.com/bars-restaurants
Que Chula,140 W Franklin St #110,Chapel Hill,NC,27516,(919) 903-8000,https://quechulatacos.com/,,https://www.downtownchapelhill.com/bars-restaurants
Raising Cane’s,101 E Franklin St,Chapel Hill,NC,27514,(919) 325-3092,https://www.raisingcanes.com/,,https://www.downtownchapelhill.com/bars-restaurants
Roots Natural Kitchen,133 W Franklin St bldg a 115,Chapel Hill,NC,27516,(984) 322-5600,https://www.rootsnaturalkitchen.com/locations/chapel-hill/,Life is about enjoyment. There are tons of awesome foods out there. Eating amazing meals from a menu that also support us brings us joy both during and after the meal. That’s a lot of joy.,https://www.downtownchapelhill.com/bars-restaurants
Roquette at Franklin Motors,601 W Franklin St,Chapel Hill,NC,27516,(919) 869-7090,https://www.roquettechapelhill.com/,,https://www.downtownchapelhill.com/bars-restaurants
Spicy 9 Sushi,140 W. Franklin St #150,Chapel Hill,NC,27516,(919) 420-3193,http://www.spicy9chapelhill.com/,"Let us bring the flavor to your event. Whatever your event, we have the perfect catering options to choose from.",https://www.downtownchapelhill.com/bars-restaurants
Starbucks,100 E Franklin St,Chapel Hill,NC,27514,(919) 932-3824,https://www.starbucks.com/menu,,https://www.downtownchapelhill.com/bars-restaurants
Still Life,159 E Franklin St Unit 200,Chapel Hill,NC,27514,(877) 590-5478,https://www.clubstilllife.com/,,https://www.downtownchapelhill.com/bars-restaurants
Sup Dogs,107 E Franklin St,Chapel Hill,NC,27514,(919) 903-9566,https://supdogs.com/chapel-hill-nc-menu/,"You can return to our homepage by clicking here , or you can try searching for the content you are seeking by clicking here .",https://www.downtownchapelhill.com/bars-restaurants
Sutton’s Drug Store,159 E Franklin St,Chapel Hill,NC,27514,(919) 942-5161,https://www.suttonsdrugstore.com/,"With a wide selection of old-fashioned and the latest flavors, Sutton's Candy Selections are sure to satisfy your sweet tooth! Stop in for a sweet gift, holiday treats, or for a quick taste of something new!",https://www.downtownchapelhill.com/bars-restaurants
Talulla’s,456 W. Franklin Street,Chapel Hill,NC,27516,(919) 933-1177,http://talullas.com/,"GRADUATION & MOTHERS DAY 5/08-5/09-5/10 Celebrate Graduation& Mothers Day at Talulla's Restaurant! We are offering a special Mother’s Day & Graduation Menu designed for your celebratory occasion, featuring a mix of classic Turkish dishes and seasonal favorites. Reservations are required. https://talullas.com/2026/03/graduation-mothers-day-menu/",https://www.downtownchapelhill.com/bars-restaurants
Tea Hill,318 W Franklin St,Chapel Hill,NC,27516,(984) 999-4580,https://www.teahillusa.com/,"Welcome to Tea Hill! We are a family-run, local business that wishes to bring a taste of hand-crafted Taiwanese bubble tea and street food to Chapel Hill. On April 23rd, 2018, we first opened our doors with passion for tea and dedication to help people experience the culture of Taiwan, the birthplace of bubble tea.",https://www.downtownchapelhill.com/bars-restaurants
The Cave,2 W. Franklin St.,Chapel Hill,NC,27516,,https://caverntavern.com/,Google Calendar iCalendar Outlook 365 Outlook Live Export .ics file Export Outlook .ics file,https://www.downtownchapelhill.com/bars-restaurants
The Crunkleton,320 West Franklin Street,Chapel Hill,NC,27516,(919) 444-8609,https://thecrunkleton.com/locations/chapel-hill/,Splinter Group https://thecrunkleton.com/wp-content/uploads/2023/05/logo-retina-1.png,https://www.downtownchapelhill.com/bars-restaurants
The Gathering Place,157 E Rosemary St 2nd Floor,Chapel Hill,NC,27514,(984) 999-4548,https://thegatheringplacegames.com/,"Premodern MTG is a community-driven format consisting of the sets from Fourth Edition to Scourge. Classic, old frame cards printed between 1995 and 2003, which were standard legal at some point during this period. See the list of all legal sets here , check out the entire Premodern card pool here . Folks have been playing a lot of Premodern in the Triangle recently, and it’s been getting traction ",https://www.downtownchapelhill.com/bars-restaurants
The Purple Bowl,505 W Franklin St,Chapel Hill,NC,27516,(919) 903-8511,https://www.purplebowlch.com/,"Our Menu Our menu is vegetarian, with vegan and gluten-free options. We partner with local suppliers including Ninth Street Bakery, Big Spoon Roasters, Counter Culture Coffee & more.",https://www.downtownchapelhill.com/bars-restaurants
The Story Venue,450 W Franklin St,Chapel Hill,NC,27516,(919) 914-6032,https://www.thestoryvenue.com/,"This newly renovated space is now perfect for your next event. The venue offers three floors, including a rooftop overlooking Franklin Street. Send us a message to plan your event.",https://www.downtownchapelhill.com/bars-restaurants
Time-Out,201 East Franklin Street,Chapel Hill,NC,27514,(919) 929-2425,http://timeout247.com/,"My first time going there. I had a The best time.. I enjoyed the food so much. I cannot wait to go back. The, Cook the best broccoli and cheese rice. The best coin bread. An excellent job with the fried Okra If you're looking for a home Cooked hot meal, Time out is the place to go for That's Home cooked meal. Can't wait to go back thank you time out restaurant",https://www.downtownchapelhill.com/bars-restaurants
Top of the Hill,100 E Franklin St 3rd floor,Chapel Hill,NC,27514,(919) 929-8676,https://www.thetopofthehill.com/,Win $500! Enter by writing a dish review to help others. Drawing 4/1.,https://www.downtownchapelhill.com/bars-restaurants
Trophy Room at Graduate Chapel Hill,311 W Franklin St,Chapel Hill,NC,27516,(919) 442-9000,https://graduatehotels.com/chapel-hill/restaurant/trophy-room,,https://www.downtownchapelhill.com/bars-restaurants
Tropical Smoothie Cafe,400 West Franklin Street,Chapel Hill,NC,27516,(919) 240-4452,https://locations.tropicalsmoothiecafe.com/nc/chapel-hill/400-west-franklin-street,"Tropical Smoothie Cafe® in Chapel Hill makes eating easy breezy with refreshing, made-to-order smoothies, wraps, flatbreads, 'dillas and bowls. From popular picks like the Island Green® smoothie and Acai Bowls, protein packed options like the Peanut Paradise™ smoothie or PB Protein Crunch Bowl, to limited-time seasonal options, like Tropiboba Bowls with popping boba. Experience the good vibes of t",https://www.downtownchapelhill.com/bars-restaurants
TRU Deli + Wine,114 Henderson St,Chapel Hill,NC,27514,(919) 240-7755,https://www.trudeli.com/,,https://www.downtownchapelhill.com/bars-restaurants
Vimala’s Curryblossom Cafe,431 W Franklin St #415,Chapel Hill,NC,27516,(919) 929-3833,http://curryblossom.com/,,https://www.downtownchapelhill.com/bars-restaurants
Walt’s Grill,111 S Merritt Mill Rd,Chapel Hill,NC,27516,(919) 240-4261,https://www.yelp.com/biz/walts-grill-chapel-hill,,https://www.downtownchapelhill.com/bars-restaurants
Wheat,143 E Franklin St,Chapel Hill,NC,27514,(919) 240-4155,https://www.wheatchapelhill.com/,"Welcome to Wheat 麦茶 _ Chapel Hill, your destination for authentic Chinese and delicious noodle dishes in Chapel Hill, NC! Dive into a menu brimming with flavorful dumplings, sizzling stir-fries, savory noodle soups, and more. Perfect for when you crave comfort delivered right to your door or ready for quick takeout. Experience the true taste of China—order online now and savor every bite at home!",https://www.downtownchapelhill.com/bars-restaurants
Yaya Tea,157 E Franklin St,Chapel Hill,NC,27514,(919) 914-6302,https://yayatea.com/,Try our playful take on bubble tea with fun names and combinations. Elevate your drink with jellies and popping boba that burst with flavor.,https://www.downtownchapelhill.com/bars-restaurants
Yogurt Pump,106 W Franklin St,Chapel Hill,NC,27516,(919) 942-7867,http://www.yogurtpump.com/index.html,,https://www.downtownchapelhill.com/bars-restaurants
Zaxbys,127 E Franklin St,Chapel Hill,NC,27514,(919) 636-4757,https://www.zaxbys.com/news-media/Zaxbys-celebrates-grand-opening-of-new-Chapel-Hill-North-Carolina-location,,https://www.downtownchapelhill.com/bars-restaurants
Zayka Indian Grill & Bar,105 E Franklin St,Chapel Hill,NC,27514,(919) 240-5484,https://zaykauncchapelhill.com/,,https://www.downtownchapelhill.com/bars-restaurants
Zog’s Art Bar & Pool Hall,108 Henderson St,Chapel Hill,NC,27514,(919) 636-6469,https://www.instagram.com/zogsartbar/,,https://www.downtownchapelhill.com/bars-restaurants
White Sauce Grill & Bar,104 W Franklin St,Chapel Hill,NC,27516,(919) 240-4865,https://www.instagram.com/whitesaucegrillandbar/,,https://www.downtownchapelhill.com/bars-restaurants
